,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen
229,0,0,0,1,360,0,0,0,0,-,p1ioneer toraiz as1 ,Navarra,2024/03/26,2024/11/19,2024/5/26,315
230,0,0,0,1,70,0,0,0,0,korg,korg wavestation - 3 x internal pre-load data bank cards ,Barcelona,2024/05/19,2024/11/12,2024/5/26,99
231,0,0,0,1,290,0,0,0,0,mfb,caja de ritmos mfb 522 ,La Rioja, ,2024/10/28,2024/5/26,753
232,0,0,0,1,2000,0,0,0,0,udo,udo super 6 ,Madrid,2024/05/23,2024/11/16,2024/5/26,190
233,0,0,0,1,285,0,0,0,0,neuzeit,neuzeit orbit ,Barcelona,2024/05/21,2024/11/15,2024/5/26,100
234,0,0,0,1,120,0,0,0,0,arturia,arturia keystep 37 ,Sevilla,2024/05/19,2024/11/12,2024/5/26,90
235,0,0,0,1,70,0,0,0,0,arturia,teclat arturia keystep 32 tecles ,Girona,2024/05/21,2024/11/15,2024/5/26,132
236,0,0,0,1,400,0,0,0,0,-,morphagene ,Madrid,2024/03/29,2024/06/19,2024/5/26,224
237,0,0,0,1,899,0,0,0,0,roland,roland jupiter-xm ,Granada,2024/05/19,2024/11/12,2024/5/26,170
238,0,0,0,1,450,0,0,0,0,behringer,behringer 2600 blue marvin ,Barcelona,2024/03/04,2024/11/18,2024/5/26,457
239,0,0,0,1,75,0,0,0,0,iomega,iomega zip usb de 250 mb + 19 zips de regalo incluído envío ,Alicante,2024/05/19,2024/11/18,2024/5/26,100
240,0,0,0,1,450,0,0,0,0,korg,korg minilogue bass ,Baleares,2023/07/27,2024/11/16,2024/5/26,1178
241,0,0,0,1,450,0,0,0,0,behringer,behringer 2600 gray meanie ,Barcelona,2023/08/30,2024/11/18,2024/5/26,3241
242,0,0,0,1,100,0,0,0,0,novation,novation impulse 25 ,Madrid,2024/05/05,2024/11/16,2024/5/26,166
243,0,0,0,1,300,0,0,0,0,noise,noise engineering desmodus versio ,Murcia,2024/05/21,2024/11/14,2024/5/26,90
244,0,0,1,0,0,0,0,0,0,drumatix,drumatix acidlab reservada ,Lugo,2024/05/21,2024/11/15,2024/5/26,186
245,0,1,0,0,0,0,0,0,0,korg,korg electribe emx-1 ,Araba,2024/05/23,2024/11/17,2024/5/26,70
246,0,0,0,1,60,0,0,0,0,audient,audient evo 4 con garantía ,Sevilla,2024/05/12,2024/11/17,2024/5/26,280
247,0,0,1,0,280,0,0,0,0,eurorack,o case y modulos eurorack ,Madrid,2024/03/08,2024/06/20,2024/5/26,938
248,0,0,0,1,850,0,0,0,0,yamaha,yamaha modx6 ,Jaén,2024/05/26,2024/11/19,2024/5/26,50
249,0,0,0,1,299,0,0,0,0,mutable,mutable instruments plaits ,Barcelona,2024/05/21,2024/11/15,2024/5/26,60
250,0,0,0,1,190,0,0,0,0,eurorack,eurorack varigate 4+ ,Valencia,2024/05/20,2024/11/17,2024/5/26,84
251,0,0,0,1,650,0,0,0,0,organelle,"organelle m + funda, estado impecable ",Huelva,2024/02/13,2024/08/11,2024/5/26,376
252,0,0,0,1,110,0,0,0,0,novation,novation sl 25 mk2 ,Zaragoza,2023/02/07,2024/11/13,2024/5/26,3015
253,0,0,0,1,760,0,0,0,0,verbos,verbos electronics bark filter processor ,Barcelona,2024/01/23,2024/09/29,2024/5/26,427
254,0,0,0,1,100,0,0,0,0,eurorack,modulos eurorack ,Barcelona,2024/05/20,2024/11/14,2024/5/26,230
255,0,0,0,1,500,0,0,0,0,casio,sintetizador casio vz1 ,Madrid,2024/02/17,2024/06/22,2024/5/26,962
256,0,0,0,1,1200,0,0,0,0,roland,roland v-synth xt ,Madrid,2024/01/30,2024/06/22,2024/5/26,1550
257,0,0,0,1,259,0,0,0,0,roland,roland tr-06 drumatix ,Girona,2022/01/21,2024/11/13,2024/5/26,2481
258,0,0,0,1,339,0,0,0,0,roland,secuenciador y modulo de sonidos roland mv-30 ,Zaragoza,2023/11/22,2024/11/18,2024/5/26,2687
259,0,0,0,1,60,0,0,0,0,-,teclado startone mk200 ,Sevilla,2024/05/24,2024/11/17,2024/5/26,76
260,0,0,0,1,110,0,0,0,0,roland,roland u-110 ,Madrid,2023/07/31,2024/11/18,2024/5/26,2279
